variable,tipo de variable,
"Population.ages.30.34,.male....of.male.population.",Health,
"Population.ages.35.39,.female....of.female.population.",Health,
"Population.ages.35.39,.male....of.male.population.",Health,
"Population.ages.40.44,.female....of.female.population.",Health,
"Population.ages.40.44,.male....of.male.population.",Health,
"Population.ages.45.49,.female....of.female.population.",Health,
"Population.ages.45.49,.male....of.male.population.",Health,
"Population.ages.50.54,.female....of.female.population.",Health,
"Population.ages.50.54,.male....of.male.population.",Health,
"Population.ages.55.59,.female....of.female.population.",Health,
"Population.ages.55.59,.male....of.male.population.",Health,
"Population.ages.60.64,.female....of.female.population.",Health,
"Population.ages.60.64,.male....of.male.population.",Health,
Population.ages.65.and.above....of.total.population.,Health,
"Population.ages.65.and.above,.female",Health,
"Population.ages.65.and.above,.female....of.female.population.",Health,
"Population.ages.65.and.above,.male",Health,
"Population.ages.65.and.above,.male....of.male.population.",Health,
"Population.ages.65.and.above,.total",Health,
"Population.ages.65.69,.female....of.female.population.",Health,
"Population.ages.65.69,.male....of.male.population.",Health,
"Population.ages.70.74,.female....of.female.population.",Health,
"Population.ages.70.74,.male....of.male.population.",Health,
"Population.ages.75.79,.female....of.female.population.",Health,
"Population.ages.75.79,.male....of.male.population.",Health,
"Population.ages.80.and.above,.female....of.female.population.",Health,
"Population.ages.80.and.above,.male....of.male.population.",Health,
Population.growth..annual...,Health,
"Population,.female",Health,
"Population,.female....of.total.population.",Health,
"Population,.male",Health,
"Population,.male....of.total.population.",Health,
"Population,.total",Health,
Pregnant.women.receiving.prenatal.care....,Health,
"Prevalence.of.HIV,.female....ages.15.24.",Health,
"Prevalence.of.HIV,.male....ages.15.24.",Health,
"Prevalence.of.HIV,.total....of.population.ages.15.49.",Health,
Prevalence.of.anemia.among.children....of.children.ages.6.59.months.,Health,
Prevalence.of.anemia.among.non.pregnant.women....of.women.ages.15.49.,Health,
Prevalence.of.anemia.among.pregnant.women....,Health,
Prevalence.of.anemia.among.women.of.reproductive.age....of.women.ages.15.49.,Health,
Prevalence.of.current.tobacco.use....of.adults.,Health,
"Prevalence.of.current.tobacco.use,.females....of.female.adults.",Health,
"Prevalence.of.current.tobacco.use,.males....of.male.adults.",Health,
Prevalence.of.moderate.or.severe.food.insecurity.in.the.population....,Health,
"Prevalence.of.overweight..modeled.estimate,...of.children.under.5.",Health,
"Prevalence.of.overweight,.weight.for.height....of.children.under.5.",Health,
"Prevalence.of.overweight,.weight.for.height,.female....of.children.under.5.",Health,
"Prevalence.of.overweight,.weight.for.height,.male....of.children.under.5.",Health,
Prevalence.of.severe.food.insecurity.in.the.population....,Health,
"Prevalence.of.severe.wasting,.weight.for.height....of.children.under.5.",Health,
"Prevalence.of.severe.wasting,.weight.for.height,.female....of.children.under.5.",Health,
"Prevalence.of.severe.wasting,.weight.for.height,.male....of.children.under.5.",Health,
"Prevalence.of.stunting,.height.for.age....of.children.under.5.",Health,
"Prevalence.of.stunting,.height.for.age..modeled.estimate,...of.children.under.5.",Health,
"Prevalence.of.stunting,.height.for.age,.female....of.children.under.5.",Health,
"Prevalence.of.stunting,.height.for.age,.male....of.children.under.5.",Health,
Prevalence.of.undernourishment....of.population.,Health,
"Prevalence.of.underweight,.weight.for.age....of.children.under.5.",Health,
"Prevalence.of.underweight,.weight.for.age,.female....of.children.under.5.",Health,
"Prevalence.of.underweight,.weight.for.age,.male....of.children.under.5.",Health,
"Prevalence.of.wasting,.weight.for.height....of.children.under.5.",Health,
"Prevalence.of.wasting,.weight.for.height,.female....of.children.under.5.",Health,
"Prevalence.of.wasting,.weight.for.height,.male....of.children.under.5.",Health,
Proportion.of.population.pushed.below.the.$1.90..$.2011.PPP..poverty.line.by.out.of.pocket.health.care.expenditure....,Health,
Proportion.of.population.pushed.below.the.$3.20..$.2011.PPP..poverty.line.by.out.of.pocket.health.care.expenditure....,Health,
Proportion.of.population.spending.more.than.10..of.household.consumption.or.income.on.out.of.pocket.health.care.expenditure....,Health,
Proportion.of.population.spending.more.than.25..of.household.consumption.or.income.on.out.of.pocket.health.care.expenditure....,Health,
Proportion.of.women.subjected.to.physical.and/or.sexual.violence.in.the.last.12.months....of.ever.partnered.women.ages.15.49.,Health,
Refugee.population.by.country.or.territory.of.asylum,Health,
Refugee.population.by.country.or.territory.of.origin,Health,
Risk.of.catastrophic.expenditure.for.surgical.care....of.people.at.risk.,Health,
Risk.of.impoverishing.expenditure.for.surgical.care....of.people.at.risk.,Health,
Sex.ratio.at.birth..male.births.per.female.births.,Health,
"Specialist.surgical.workforce..per.100,000.population.",Health,
"Suicide.mortality.rate..per.100,000.population.",Health,
"Suicide.mortality.rate,.female..per.100,000.female.population.",Health,
"Suicide.mortality.rate,.male..per.100,000.male.population.",Health,
"Survival.to.age.65,.female....of.cohort.",Health,
"Survival.to.age.65,.male....of.cohort.",Health,
Teenage.mothers....of.women.ages.15.19.who.have.had.children.or.are.currently.pregnant.,Health,
"Total.alcohol.consumption.per.capita..liters.of.pure.alcohol,.projected.estimates,.15+.years.of.age.",Health,
"Total.alcohol.consumption.per.capita,.female..liters.of.pure.alcohol,.projected.estimates,.female.15+.years.of.age.",Health,
"Total.alcohol.consumption.per.capita,.male..liters.of.pure.alcohol,.projected.estimates,.male.15+.years.of.age.",Health,
"Tuberculosis.case.detection.rate...,.all.forms.",Health,
Tuberculosis.treatment.success.rate....of.new.cases.,Health,
UHC.service.coverage.index,Health,
Unmet.need.for.contraception....of.married.women.ages.15.49.,Health,
Use.of.insecticide.treated.bed.nets....of.under.5.population.,Health,
Vitamin.A.supplementation.coverage.rate....of.children.ages.6.59.months.,Health,
Wanted.fertility.rate..births.per.woman.,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife..any.of.five.reasons.....,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.argues.with.him....,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.burns.the.food....,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.goes.out.without.telling.him....,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.neglects.the.children....,Health,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.refuses.sex.with.him....,Health,
Women.who.were.first.married.by.age.15....of.women.ages.20.24.,Health,
Women.who.were.first.married.by.age.18....of.women.ages.20.24.,Health,
Women's.share.of.population.ages.15+.living.with.HIV....,Health,
Young.people..ages.15.24..newly.infected.with.HIV,Health,
,,
,,
,,
"Air.transport,.freight..million.ton.km.",Infrastructure,
"Air.transport,.passengers.carried",Infrastructure,
"Air.transport,.registered.carrier.departures.worldwide",Infrastructure,
"Annual.freshwater.withdrawals,.agriculture....of.total.freshwater.withdrawal.",Infrastructure,
"Annual.freshwater.withdrawals,.domestic....of.total.freshwater.withdrawal.",Infrastructure,
"Annual.freshwater.withdrawals,.industry....of.total.freshwater.withdrawal.",Infrastructure,
"Annual.freshwater.withdrawals,.total....of.internal.resources.",Infrastructure,
"Annual.freshwater.withdrawals,.total..billion.cubic.meters.",Infrastructure,
Container.port.traffic..TEU:.20.foot.equivalent.units.,Infrastructure,
Electric.power.consumption..kWh.per.capita.,Infrastructure,
Electric.power.transmission.and.distribution.losses....of.output.,Infrastructure,
Electricity.production.from.coal.sources....of.total.,Infrastructure,
Electricity.production.from.hydroelectric.sources....of.total.,Infrastructure,
Electricity.production.from.natural.gas.sources....of.total.,Infrastructure,
Electricity.production.from.nuclear.sources....of.total.,Infrastructure,
Electricity.production.from.oil.sources....of.total.,Infrastructure,
Fixed.broadband.subscriptions,Infrastructure,
Fixed.broadband.subscriptions..per.100.people.,Infrastructure,
Fixed.telephone.subscriptions,Infrastructure,
Fixed.telephone.subscriptions..per.100.people.,Infrastructure,
ICT.goods.exports....of.total.goods.exports.,Infrastructure,
ICT.goods.imports....total.goods.imports.,Infrastructure,
"ICT.service.exports....of.service.exports,.BoP.",Infrastructure,
"ICT.service.exports..BoP,.current.US$.",Infrastructure,
Individuals.using.the.Internet....of.population.,Infrastructure,
"Industrial.design.applications,.nonresident,.by.count",Infrastructure,
"Industrial.design.applications,.resident,.by.count",Infrastructure,
Investment.in.ICT.with.private.participation..current.US$.,Infrastructure,
Investment.in.energy.with.private.participation..current.US$.,Infrastructure,
Investment.in.transport.with.private.participation..current.US$.,Infrastructure,
Investment.in.water.and.sanitation.with.private.participation..current.US$.,Infrastructure,
Liner.shipping.connectivity.index..maximum.value.in.2004...100.,Infrastructure,
Mobile.cellular.subscriptions,Infrastructure,
Mobile.cellular.subscriptions..per.100.people.,Infrastructure,
Public.private.partnerships.investment.in.ICT..current.US$.,Infrastructure,
Public.private.partnerships.investment.in.energy..current.US$.,Infrastructure,
Public.private.partnerships.investment.in.transport..current.US$.,Infrastructure,
Public.private.partnerships.investment.in.water.and.sanitation..current.US$.,Infrastructure,
Rail.lines..total.route.km.,Infrastructure,
"Railways,.goods.transported..million.ton.km.",Infrastructure,
"Railways,.passengers.carried..million.passenger.km.",Infrastructure,
Renewable.internal.freshwater.resources.per.capita..cubic.meters.,Infrastructure,
"Renewable.internal.freshwater.resources,.total..billion.cubic.meters.",Infrastructure,
Secure.Internet.servers,Infrastructure,
Secure.Internet.servers..per.1.million.people.,Infrastructure,
"Trademark.applications,.nonresident,.by.count",Infrastructure,
"Trademark.applications,.resident,.by.count",Infrastructure,
,,
,,
,,
,,
,,
"Annualized.average.growth.rate.in.per.capita.real.survey.mean.consumption.or.income,.bottom.40..of.population....",Poverty,
"Annualized.average.growth.rate.in.per.capita.real.survey.mean.consumption.or.income,.total.population....",Poverty,
Gini.index,Poverty,
Income.share.held.by.fourth.20.,Poverty,
Income.share.held.by.highest.10.,Poverty,
Income.share.held.by.highest.20.,Poverty,
Income.share.held.by.lowest.10.,Poverty,
Income.share.held.by.lowest.20.,Poverty,
Income.share.held.by.second.20.,Poverty,
Income.share.held.by.third.20.,Poverty,
Multidimensional.poverty.headcount.ratio....of.total.population.,Poverty,
"Multidimensional.poverty.headcount.ratio,.children....of.population.ages.0.17.",Poverty,
"Multidimensional.poverty.headcount.ratio,.female....of.female.population.",Poverty,
"Multidimensional.poverty.headcount.ratio,.household....of.total.households.",Poverty,
"Multidimensional.poverty.headcount.ratio,.male....of.male.population.",Poverty,
Multidimensional.poverty.index..scale.0.1.,Poverty,
"Multidimensional.poverty.index,.children..population.ages.0.17...scale.0.1.",Poverty,
Multidimensional.poverty.intensity..average.share.of.deprivations.experienced.by.the.poor.,Poverty,
Population.living.in.slums....of.urban.population.,Poverty,
Poverty.gap.at.$2.15.a.day..2017.PPP.....,Poverty,
Poverty.gap.at.$3.65.a.day..2017.PPP.....,Poverty,
Poverty.gap.at.$6.85.a.day..2017.PPP.....,Poverty,
Poverty.headcount.ratio.at.$2.15.a.day..2017.PPP.....of.population.,Poverty,
Poverty.headcount.ratio.at.$3.65.a.day..2017.PPP.....of.population.,Poverty,
Poverty.headcount.ratio.at.$6.85.a.day..2017.PPP.....of.population.,Poverty,
Poverty.headcount.ratio.at.national.poverty.lines....of.population.,Poverty,
Proportion.of.people.living.below.50.percent.of.median.income....,Poverty,
"Survey.mean.consumption.or.income.per.capita,.bottom.40..of.population..2017.PPP.$.per.day.",Poverty,
"Survey.mean.consumption.or.income.per.capita,.total.population..2017.PPP.$.per.day.",Poverty,
,,
,,
,,
,,
,,
Agricultural.raw.materials.exports....of.merchandise.exports.,Private.Sector,
Agricultural.raw.materials.imports....of.merchandise.imports.,Private.Sector,
Average.time.to.clear.exports.through.customs..days.,Private.Sector,
"Binding.coverage,.all.products....",Private.Sector,
"Binding.coverage,.manufactured.products....",Private.Sector,
"Binding.coverage,.primary.products....",Private.Sector,
"Bound.rate,.simple.mean,.all.products....",Private.Sector,
"Bound.rate,.simple.mean,.manufactured.products....",Private.Sector,
"Bound.rate,.simple.mean,.primary.products....",Private.Sector,
Bribery.incidence....of.firms.experiencing.at.least.one.bribe.payment.request.,Private.Sector,
Business.extent.of.disclosure.index..0.less.disclosure.to.10.more.disclosure.,Private.Sector,
Commercial.service.exports..current.US$.,Private.Sector,
Commercial.service.imports..current.US$.,Private.Sector,
"Computer,.communications.and.other.services....of.commercial.service.exports.",Private.Sector,
"Computer,.communications.and.other.services....of.commercial.service.imports.",Private.Sector,
Cost.of.business.start.up.procedures....of.GNI.per.capita.,Private.Sector,
"Cost.of.business.start.up.procedures,.female....of.GNI.per.capita.",Private.Sector,
"Cost.of.business.start.up.procedures,.male....of.GNI.per.capita.",Private.Sector,
"Cost.to.export,.border.compliance..US$.",Private.Sector,
"Cost.to.export,.documentary.compliance..US$.",Private.Sector,
"Cost.to.import,.border.compliance..US$.",Private.Sector,
"Cost.to.import,.documentary.compliance..US$.",Private.Sector,
Depth.of.credit.information.index..0.low.to.8.high.,Private.Sector,
Domestic.credit.to.private.sector....of.GDP.,Private.Sector,
Ease.of.doing.business.rank..1.most.business.friendly.regulations.,Private.Sector,
Ease.of.doing.business.score..0...lowest.performance.to.100...best.performance.,Private.Sector,
Export.unit.value.index..2015...100.,Private.Sector,
Export.value.index..2000...100.,Private.Sector,
Export.volume.index..2000...100.,Private.Sector,
Firms.competing.against.unregistered.firms....of.firms.,Private.Sector,
Firms.expected.to.give.gifts.in.meetings.with.tax.officials....of.firms.,Private.Sector,
Firms.experiencing.electrical.outages....of.firms.,Private.Sector,
Firms.experiencing.losses.due.to.theft.and.vandalism....of.firms.,Private.Sector,
Firms.formally.registered.when.operations.started....of.firms.,Private.Sector,
Firms.offering.formal.training....of.firms.,Private.Sector,
Firms.that.do.not.report.all.sales.for.tax.purposes....of.firms.,Private.Sector,
Firms.that.spend.on.R.D....of.firms.,Private.Sector,
Firms.using.banks.to.finance.investment....of.firms.,Private.Sector,
Firms.using.banks.to.finance.working.capital....of.firms.,Private.Sector,
Firms.with.female.participation.in.ownership....of.firms.,Private.Sector,
Firms.with.female.top.manager....of.firms.,Private.Sector,
Food.exports....of.merchandise.exports.,Private.Sector,
Food.imports....of.merchandise.imports.,Private.Sector,
Fuel.exports....of.merchandise.exports.,Private.Sector,
Fuel.imports....of.merchandise.imports.,Private.Sector,
High.technology.exports....of.manufactured.exports.,Private.Sector,
High.technology.exports..current.US$.,Private.Sector,
ICT.goods.exports....of.total.goods.exports.,Private.Sector,
ICT.goods.imports....total.goods.imports.,Private.Sector,
Import.unit.value.index..2015...100.,Private.Sector,
Import.value.index..2000...100.,Private.Sector,
Import.volume.index..2000...100.,Private.Sector,
Informal.payments.to.public.officials....of.firms.,Private.Sector,
Insurance.and.financial.services....of.commercial.service.exports.,Private.Sector,
Insurance.and.financial.services....of.commercial.service.imports.,Private.Sector,
"Insurance.and.financial.services....of.service.exports,.BoP.",Private.Sector,
"Insurance.and.financial.services....of.service.imports,.BoP.",Private.Sector,
"International.tourism,.expenditures....of.total.imports.",Private.Sector,
"International.tourism,.expenditures..current.US$.",Private.Sector,
"International.tourism,.expenditures.for.passenger.transport.items..current.US$.",Private.Sector,
"International.tourism,.expenditures.for.travel.items..current.US$.",Private.Sector,
"International.tourism,.number.of.arrivals",Private.Sector,
"International.tourism,.number.of.departures",Private.Sector,
"International.tourism,.receipts....of.total.exports.",Private.Sector,
"International.tourism,.receipts..current.US$.",Private.Sector,
"International.tourism,.receipts.for.passenger.transport.items..current.US$.",Private.Sector,
"International.tourism,.receipts.for.travel.items..current.US$.",Private.Sector,
Investment.in.energy.with.private.participation..current.US$.,Private.Sector,
Investment.in.transport.with.private.participation..current.US$.,Private.Sector,
Investment.in.water.and.sanitation.with.private.participation..current.US$.,Private.Sector,
Labor.tax.and.contributions....of.commercial.profits.,Private.Sector,
"Lead.time.to.export,.median.case..days.",Private.Sector,
"Lead.time.to.import,.median.case..days.",Private.Sector,
Logistics.performance.index:.Ability.to.track.and.trace.consignments..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Competence.and.quality.of.logistics.services..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Ease.of.arranging.competitively.priced.shipments..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Efficiency.of.customs.clearance.process..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Frequency.with.which.shipments.reach.consignee.within.scheduled.or.expected.time..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Overall..1.low.to.5.high.,Private.Sector,
Logistics.performance.index:.Quality.of.trade.and.transport.related.infrastructure..1.low.to.5.high.,Private.Sector,
Losses.due.to.theft.and.vandalism....of.annual.sales.of.affected.firms.,Private.Sector,
Manufactures.exports....of.merchandise.exports.,Private.Sector,
Manufactures.imports....of.merchandise.imports.,Private.Sector,
Medium.and.high.tech.exports....manufactured.exports.,Private.Sector,
Merchandise.exports..current.US$.,Private.Sector,
Merchandise.exports.by.the.reporting.economy..current.US$.,Private.Sector,
"Merchandise.exports.by.the.reporting.economy,.residual....of.total.merchandise.exports.",Private.Sector,
Merchandise.exports.to.economies.in.the.Arab.World....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.high.income.economies....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.East.Asia...Pacific....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.Europe...Central.Asia....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.Latin.America...the.Caribbean....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.Middle.East...North.Africa....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.South.Asia....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.in.Sub.Saharan.Africa....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.outside.region....of.total.merchandise.exports.,Private.Sector,
Merchandise.exports.to.low..and.middle.income.economies.within.region....of.total.merchandise.exports.,Private.Sector,
Merchandise.imports..current.US$.,Private.Sector,
Merchandise.imports.by.the.reporting.economy..current.US$.,Private.Sector,
"Merchandise.imports.by.the.reporting.economy,.residual....of.total.merchandise.imports.",Private.Sector,
Merchandise.imports.from.economies.in.the.Arab.World....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.high.income.economies....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.East.Asia...Pacific....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.Europe...Central.Asia....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.Latin.America...the.Caribbean....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.Middle.East...North.Africa....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.South.Asia....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.in.Sub.Saharan.Africa....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.outside.region....of.total.merchandise.imports.,Private.Sector,
Merchandise.imports.from.low..and.middle.income.economies.within.region....of.total.merchandise.imports.,Private.Sector,
Merchandise.trade....of.GDP.,Private.Sector,
Net.barter.terms.of.trade.index..2000...100.,Private.Sector,
"New.business.density..new.registrations.per.1,000.people.ages.15.64.",Private.Sector,
New.businesses.registered..number.,Private.Sector,
Number.of.visits.or.required.meetings.with.tax.officials..average.for.affected.firms.,Private.Sector,
Ores.and.metals.exports....of.merchandise.exports.,Private.Sector,
Ores.and.metals.imports....of.merchandise.imports.,Private.Sector,
Other.taxes.payable.by.businesses....of.commercial.profits.,Private.Sector,
Power.outages.in.firms.in.a.typical.month..number.,Private.Sector,
Private.credit.bureau.coverage....of.adults.,Private.Sector,
Procedures.to.build.a.warehouse..number.,Private.Sector,
Procedures.to.register.property..number.,Private.Sector,
Profit.tax....of.commercial.profits.,Private.Sector,
Public.credit.registry.coverage....of.adults.,Private.Sector,
"Share.of.tariff.lines.with.international.peaks,.all.products....",Private.Sector,
"Share.of.tariff.lines.with.international.peaks,.manufactured.products....",Private.Sector,
"Share.of.tariff.lines.with.international.peaks,.primary.products....",Private.Sector,
"Share.of.tariff.lines.with.specific.rates,.all.products....",Private.Sector,
"Share.of.tariff.lines.with.specific.rates,.manufactured.products....",Private.Sector,
"Share.of.tariff.lines.with.specific.rates,.primary.products....",Private.Sector,
Start.up.procedures.to.register.a.business..number.,Private.Sector,
"Start.up.procedures.to.register.a.business,.female..number.",Private.Sector,
"Start.up.procedures.to.register.a.business,.male..number.",Private.Sector,
Strength.of.legal.rights.index..0.weak.to.12.strong.,Private.Sector,
"Tariff.rate,.applied,.simple.mean,.all.products....",Private.Sector,
"Tariff.rate,.applied,.simple.mean,.manufactured.products....",Private.Sector,
"Tariff.rate,.applied,.simple.mean,.primary.products....",Private.Sector,
"Tariff.rate,.applied,.weighted.mean,.all.products....",Private.Sector,
"Tariff.rate,.applied,.weighted.mean,.manufactured.products....",Private.Sector,
"Tariff.rate,.applied,.weighted.mean,.primary.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.simple.mean,.all.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.simple.mean,.manufactured.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.simple.mean,.primary.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.weighted.mean,.all.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.weighted.mean,.manufactured.products....",Private.Sector,
"Tariff.rate,.most.favored.nation,.weighted.mean,.primary.products....",Private.Sector,
Tax.payments..number.,Private.Sector,
Time.required.to.build.a.warehouse..days.,Private.Sector,
Time.required.to.enforce.a.contract..days.,Private.Sector,
Time.required.to.get.electricity..days.,Private.Sector,
Time.required.to.obtain.an.operating.license..days.,Private.Sector,
Time.required.to.register.property..days.,Private.Sector,
Time.required.to.start.a.business..days.,Private.Sector,
"Time.required.to.start.a.business,.female..days.",Private.Sector,
"Time.required.to.start.a.business,.male..days.",Private.Sector,
Time.spent.dealing.with.the.requirements.of.government.regulations....of.senior.management.time.,Private.Sector,
"Time.to.export,.border.compliance..hours.",Private.Sector,
"Time.to.export,.documentary.compliance..hours.",Private.Sector,
"Time.to.import,.border.compliance..hours.",Private.Sector,
"Time.to.import,.documentary.compliance..hours.",Private.Sector,
Time.to.obtain.an.electrical.connection..days.,Private.Sector,
Time.to.prepare.and.pay.taxes..hours.,Private.Sector,
Time.to.resolve.insolvency..years.,Private.Sector,
Total.tax.and.contribution.rate....of.profit.,Private.Sector,
Trade.in.services....of.GDP.,Private.Sector,
Transport.services....of.commercial.service.exports.,Private.Sector,
Transport.services....of.commercial.service.imports.,Private.Sector,
Travel.services....of.commercial.service.exports.,Private.Sector,
Travel.services....of.commercial.service.imports.,Private.Sector,
Value.lost.due.to.electrical.outages....of.sales.for.affected.firms.,Private.Sector,
,,
,,
,,
,,
,,
Armed.forces.personnel....of.total.labor.force.,Public.Sector,
"Armed.forces.personnel,.total",Public.Sector,
Arms.exports..SIPRI.trend.indicator.values.,Public.Sector,
Arms.imports..SIPRI.trend.indicator.values.,Public.Sector,
Battle.related.deaths..number.of.people.,Public.Sector,
CPIA.building.human.resources.rating..1.low.to.6.high.,Public.Sector,
CPIA.business.regulatory.environment.rating..1.low.to.6.high.,Public.Sector,
CPIA.debt.policy.rating..1.low.to.6.high.,Public.Sector,
CPIA.economic.management.cluster.average..1.low.to.6.high.,Public.Sector,
CPIA.efficiency.of.revenue.mobilization.rating..1.low.to.6.high.,Public.Sector,
CPIA.equity.of.public.resource.use.rating..1.low.to.6.high.,Public.Sector,
CPIA.financial.sector.rating..1.low.to.6.high.,Public.Sector,
CPIA.fiscal.policy.rating..1.low.to.6.high.,Public.Sector,
CPIA.gender.equality.rating..1.low.to.6.high.,Public.Sector,
CPIA.macroeconomic.management.rating..1.low.to.6.high.,Public.Sector,
CPIA.policies.for.social.inclusion/equity.cluster.average..1.low.to.6.high.,Public.Sector,
CPIA.policy.and.institutions.for.environmental.sustainability.rating..1.low.to.6.high.,Public.Sector,
CPIA.property.rights.and.rule.based.governance.rating..1.low.to.6.high.,Public.Sector,
CPIA.public.sector.management.and.institutions.cluster.average..1.low.to.6.high.,Public.Sector,
CPIA.quality.of.budgetary.and.financial.management.rating..1.low.to.6.high.,Public.Sector,
CPIA.quality.of.public.administration.rating..1.low.to.6.high.,Public.Sector,
CPIA.social.protection.rating..1.low.to.6.high.,Public.Sector,
CPIA.structural.policies.cluster.average..1.low.to.6.high.,Public.Sector,
CPIA.trade.rating..1.low.to.6.high.,Public.Sector,
"CPIA.transparency,.accountability,.and.corruption.in.the.public.sector.rating..1.low.to.6.high.",Public.Sector,
"Central.government.debt,.total....of.GDP.",Public.Sector,
"Central.government.debt,.total..current.LCU.",Public.Sector,
Compensation.of.employees....of.expense.,Public.Sector,
Compensation.of.employees..current.LCU.,Public.Sector,
Customs.and.other.import.duties....of.tax.revenue.,Public.Sector,
Customs.and.other.import.duties..current.LCU.,Public.Sector,
Expense....of.GDP.,Public.Sector,
Expense..current.LCU.,Public.Sector,
Goods.and.services.expense....of.expense.,Public.Sector,
Goods.and.services.expense..current.LCU.,Public.Sector,
Grants.and.other.revenue....of.revenue.,Public.Sector,
Grants.and.other.revenue..current.LCU.,Public.Sector,
Human.Capital.Index..HCI...scale.0.1.,Public.Sector,
"Human.Capital.Index..HCI.,.Female..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Female,.Lower.Bound..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Female,.Upper.Bound..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Lower.Bound..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Male..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Male,.Lower.Bound..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Male,.Upper.Bound..scale.0.1.",Public.Sector,
"Human.Capital.Index..HCI.,.Upper.Bound..scale.0.1.",Public.Sector,
IDA.resource.allocation.index..1.low.to.6.high.,Public.Sector,
"Intentional.homicides..per.100,000.people.",Public.Sector,
"Intentional.homicides,.female..per.100,000.female.",Public.Sector,
"Intentional.homicides,.male..per.100,000.male.",Public.Sector,
Interest.payments....of.expense.,Public.Sector,
Interest.payments....of.revenue.,Public.Sector,
Interest.payments..current.LCU.,Public.Sector,
"Internally.displaced.persons,.new.displacement.associated.with.conflict.and.violence..number.of.cases.",Public.Sector,
"Internally.displaced.persons,.new.displacement.associated.with.disasters..number.of.cases.",Public.Sector,
"Internally.displaced.persons,.total.displaced.by.conflict.and.violence..number.of.people.",Public.Sector,
Methodology.assessment.of.statistical.capacity..scale.0...100.,Public.Sector,
Military.expenditure....of.GDP.,Public.Sector,
Military.expenditure....of.general.government.expenditure.,Public.Sector,
Military.expenditure..current.LCU.,Public.Sector,
Military.expenditure..current.USD.,Public.Sector,
Net.acquisition.of.financial.assets....of.GDP.,Public.Sector,
Net.acquisition.of.financial.assets..current.LCU.,Public.Sector,
"Net.incurrence.of.liabilities,.total....of.GDP.",Public.Sector,
"Net.incurrence.of.liabilities,.total..current.LCU.",Public.Sector,
Net.investment.in.nonfinancial.assets....of.GDP.,Public.Sector,
Net.investment.in.nonfinancial.assets..current.LCU.,Public.Sector,
Net.lending..+../.net.borrowing........of.GDP.,Public.Sector,
Net.lending..+../.net.borrowing......current.LCU.,Public.Sector,
Other.expense....of.expense.,Public.Sector,
Other.expense..current.LCU.,Public.Sector,
Other.taxes....of.revenue.,Public.Sector,
Other.taxes..current.LCU.,Public.Sector,
Periodicity.and.timeliness.assessment.of.statistical.capacity..scale.0...100.,Public.Sector,
Primary.government.expenditures.as.a.proportion.of.original.approved.budget....,Public.Sector,
